GoogleMapsAddress,TimeCrawled,PostalCode,Latitude,Longitude,StreetNumber,StreetAddress,Neighborhood,Borough,County,State,PostalSuffix,CurrentOverallRanking,PlaceID,OutageCustomers,Problem,CrewStatus,Cause,UniqueID,DateCrawled,TimeStampCrawled,DateFixed
31 TAFT AV,06:48:40,10301,40.641224100000000,-74.084190900000000,31,Taft Avenue,Mid Island,Staten Island,Richmond County,New York,1401,269,ChIJoTPhGC5OwokRX0E14wjyIP8,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,B6623EF6-14FB-11EB-A427-000D3A9ABAE4,2020-10-23 00:00:00.000,1603435721.000000000000000,2020-10-25 00:23:01.437
31 WHEELER AV,22:50:11,10314,40.612375900000000,-74.131283300000000,31,Wheeler Avenue,Mid Island,Staten Island,Richmond County,New York,NULL,89,EiwzMSBXaGVlbGVyIEF2ZSwgU3RhdGVuIElzbGFuZCwgTlkgMTAzMTQsIFVTQSIaEhgKFAoSCTGGZKIuTMKJEejYgetkOBsVEB8,1," Partial Outage"," Crews will be dispatched soon. We'll provide additional information once it's available."," We'll provide details when we complete the investigation."," 6df7f146-34f0-11eb-b6a0-000d3a8a7223",2020-12-02 22:50:11.000,1606949411.000000000000000,2020-12-04 05:48:22.097
310 SEAVER AV,16:32:39,10305,40.581990000000000,-74.094661000000000,310,Seaver Avenue,Midland Beach,Staten Island,Richmond County,New York,2109,10,ChIJ6Q1Js8hOwokRPrhyaLmXVJk,13,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,8EA0C30A-3A3B-11EB-B6A0-000D3A8A7223,2020-12-09 00:00:00.000,1607531560.000000000000000,2020-12-09 17:11:04.060
3104 93 ST,18:03:31,11369,40.760144200000000,-73.875978100000000,31-04,93rd Street,East Elmhurst,Queens,Queens County,New York,1735,5,ChIJcb8z5pdfwokRovtNLps0bjU,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,F06679EC-2A8F-11EB-9EF0-000D3A9D4EC8,2020-11-19 00:00:00.000,1605809195.000000000000000,2020-11-19 18:24:38.070
3104 AVENUE R,12:35:10,11234,40.610639100000000,-73.938289800000000,3104,Avenue R,Marine Park,Brooklyn,Kings County,New York,4448,7,ChIJv4U_L6BEwokR3_D3ApQXie8,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,24452A54-323F-11EB-9EF0-000D3A9D4EC8,2020-11-29 00:00:00.000,1606653313.000000000000000,2020-11-30 05:33:03.047
3108 82 ST,15:25:15,11370,40.758883900000000,-73.886251000000000,31-08,82nd Street,Flushing,Queens,Queens County,New York,1913,10,ChIJBdJuVKBfwokR6g2xqnZaCOY,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,CE1C6480-3A31-11EB-B6A0-000D3A8A7223,2020-12-09 00:00:00.000,1607527515.000000000000000,2020-12-09 16:40:33.310
3108 93 ST,16:13:53,11369,40.760021800000000,-73.875984100000000,31-08,93rd Street,Jackson Heights,Queens,Queens County,New York,NULL,62,ChIJTwPC5pdfwokR0UusH3JaezU,1," Service Wires Down"," An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available."," We'll provide details when we complete the investigation."," 259666d4-3582-11eb-b6a0-000d3a8a7223",2020-12-03 16:13:53.000,1607012033.000000000000000,2020-12-04 05:48:22.123
311 126 ST,00:59:34,10027,40.811316100000000,-73.951308800000000,311,West 126th Street,NULL,Manhattan,New York County,New York,3622,2,ChIJLydA5mz2wokR98TSOAzLPJA,1,No Lights,We're sending another crew to complete the repairs. Power will be restored as quickly as possible. We apologize for any inconvenience.,We'll provide details when we complete the investigation.,C0D6396A-31DD-11EB-9EF0-000D3A9D4EC8,2020-11-29 00:00:00.000,1606611688.000000000000000,2020-11-29 19:21:08.220
311 E 91 ST,02:33:15,10128,40.780892200000000,-73.948542000000000,311,East 91st Street,NULL,Manhattan,New York County,New York,6021,513,ChIJ77bYQqVYwokRcM0oUdhT6n0,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,3CF3192C-0F57-11EB-A9BA-000D3A9ABAE4,2020-10-16 00:00:00.000,1602815595.000000000000000,2020-10-25 00:23:01.437
311 LIGHTHOUSE AV,05:46:20,10306,40.576736600000000,-74.137782100000000,311,Lighthouse Avenue,Lighthouse Hill,Staten Island,Richmond County,New York,1216,3,ChIJcRPypvdLwokRaaHL_4rgI8Q,20,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,7800DB56-338A-11EB-9EF0-000D3A9D4EC8,2020-12-01 00:00:00.000,1606801581.000000000000000,2020-12-01 17:04:59.063
311 SEAVER AV,16:33:20,10305,40.582372300000000,-74.094314500000000,311,Seaver Avenue,Midland Beach,Staten Island,Richmond County,New York,2107,10,ChIJ8RLJU89OwokRwW0uFuago3s,13,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,8EA0C30A-3A3B-11EB-B6A0-000D3A8A7223,2020-12-09 00:00:00.000,1607531601.000000000000000,2020-12-09 17:11:04.080
312 SEAVER AV,16:33:00,10305,40.581949300000000,-74.094582600000000,312,Seaver Avenue,Midland Beach,Staten Island,Richmond County,New York,2109,10,ChIJW1elTM9OwokRWKyFWDH2MzU,13,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,8EA0C30A-3A3B-11EB-B6A0-000D3A8A7223,2020-12-09 00:00:00.000,1607531580.000000000000000,2020-12-09 17:11:04.080
3120 KINGSBRIDGE AV,18:04:46,10463,40.880317000000016,-73.905690000000000,3120,Kingsbridge Avenue,Kingsbridge,The Bronx,Bronx County,New York,NULL,5,ChIJ4610ZZbzwokRxU-vRqXTIZo,1,Building Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,492B0E62-1C6C-11EB-A427-000D3A9ABAE4,2020-11-01 00:00:00.000,1604253956.000000000000000,2020-11-01 18:55:52.607
3123 AVENUE L,01:41:38,11210,40.622419000000000,-73.944242000000000,3123,Avenue L,Flatlands,Brooklyn,Kings County,New York,4738,126,ChIJKWqrDa9EwokRU2iJ00Fq_3c,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,6420A076-18BE-11EB-A427-000D3A9ABAE4,2020-10-28 00:00:00.000,1603849573.000000000000000,2020-10-29 04:40:16.340
3123 CROPSEY AV,14:55:06,11224,40.579341300000000,-73.985000100000000,3123,Cropsey Avenue,Coney Island,Brooklyn,Kings County,New York,2701,1,ChIJv26hG7VFwokR72UFEv6D2ho,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,D0F88540-389B-11EB-B6A0-000D3A8A7223,2020-12-07 00:00:00.000,1607352907.000000000000000,2020-12-07 17:56:32.367
3123 CROPSEY AV,16:06:34,11224,40.579341300000000,-73.985000100000000,3123,Cropsey Avenue,Coney Island,Brooklyn,Kings County,New York,2701,4,ChIJv26hG7VFwokR72UFEv6D2ho,1,Burning Wires,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,8E7CACC8-2E6E-11EB-9EF0-000D3A9D4EC8,2020-11-24 00:00:00.000,1606234731.000000000000000,2020-11-24 20:14:04.230
3123 CROPSEY AV,23:28:44,11224,40.579341300000000,-73.985000100000000,3123,Cropsey Avenue,Coney Island,Brooklyn,Kings County,New York,2701,18,ChIJv26hG7VFwokR72UFEv6D2ho,1," No Lights"," An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available."," We'll provide details when we complete the investigation."," f2c823a4-35be-11eb-b6a0-000d3a8a7223",2020-12-03 23:28:44.000,1607038124.000000000000000,2020-12-04 05:48:22.170
3126 83 ST,01:07:02,11370,40.758567400000000,-73.885210200000000,31-26,83rd Street,Flushing,Queens,Queens County,New York,1921,10,ChIJ-4_Dp6FfwokR_S1OHkIRKBg,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,DA24360E-3694-11EB-B6A0-000D3A8A7223,2020-12-05 00:00:00.000,1607130422.000000000000000,2020-12-05 06:38:46.130
3126 83 ST,21:33:36,11370,40.758567400000000,-73.885210200000000,31-26,83rd Street,Flushing,Queens,Queens County,New York,1921,13,ChIJ-4_Dp6FfwokR_S1OHkIRKBg,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,A02C0AE4-3676-11EB-B6A0-000D3A8A7223,2020-12-04 00:00:00.000,1607117617.000000000000000,2020-12-05 00:04:14.600
3127 76 ST,22:07:29,11370,40.757796900000000,-73.891162999999984,31-27,76th Street,Flushing,Queens,Queens County,New York,NULL,7,ChIJ57xXNwpfwokRD3ncp4brEus,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Weather-Related,2BAEB460-281A-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605564604.000000000000000,2020-11-17 02:11:39.237
313 SEAVER AV,16:41:25,10305,40.582347700000000,-74.094298400000000,313,Seaver Avenue,Midland Beach,Staten Island,Richmond County,New York,2107,11,ChIJs67MU89OwokRDtWNGPC88zA,13,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,F512DF28-3A3C-11EB-B6A0-000D3A8A7223,2020-12-09 00:00:00.000,1607532086.000000000000000,2020-12-09 17:41:34.863
314 BEDFORD AV,14:47:20,11211,40.713683100000000,-73.962105600000000,314,Bedford Avenue,Williamsburg,Brooklyn,Kings County,New York,NULL,2,ChIJhYZyNmBZwokR0E_ZYtQB8-k,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,7EB02B94-3251-11EB-9EF0-000D3A9D4EC8,2020-11-29 00:00:00.000,1606661437.000000000000000,2020-11-29 15:41:45.390
314 LIGHTHOUSE AV,05:46:20,10306,40.576465600000000,-74.137506900000000,314,Lighthouse Avenue,Lighthouse Hill,Staten Island,Richmond County,New York,1217,3,ChIJrRVxCvdLwokRQ3U-lp70ggc,20,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,7800DB56-338A-11EB-9EF0-000D3A9D4EC8,2020-12-01 00:00:00.000,1606801581.000000000000000,2020-12-01 17:04:59.073
314 S 4 ST,20:46:29,11211,40.709053700000000,-73.955521900000000,314,South 4th Street,Southside,Brooklyn,Kings County,New York,9105,2,ChIJeXKeCeFbwokR2BSbXGxVLTo,4,Building Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1131FC08-1E0D-11EB-A427-000D3A9ABAE4,2020-11-03 00:00:00.000,1604436492.000000000000000,2020-11-03 21:18:52.007
314 S 6 AV,06:11:03,10011,40.735140400000000,-73.998722500000000,314,6th Avenue,NULL,Manhattan,New York County,New York,8423,14,EiQzMTQgNnRoIEF2ZSwgTmV3IFlvcmssIE5ZIDEwMDExLCBVU0EiGxIZChQKEgkrIHlXllnCiRGPc0vkd2P_bxC6Ag,41,Burning Wires,Crews will be dispatched soon. We'll provide additional information once it's available.,Weather-Related,0638501A-27A7-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605507065.000000000000000,2020-11-16 06:30:49.170
314 SEAVER AV,16:41:46,10306,40.581925000000000,-74.094459000000000,314,Seaver Avenue,Midland Beach,Staten Island,Richmond County,New York,2109,23,ChIJ91mXTM9OwokRsRY73AgjOqs,13,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,F512DF28-3A3C-11EB-B6A0-000D3A8A7223,2020-12-09 00:00:00.000,1607532107.000000000000000,2020-12-09 17:41:34.873
3142 71 ST,14:36:26,11370,40.756835000000000,-73.896305000000000,31-42,71st Street,Flushing,Queens,Queens County,New York,1720,21,ChIJKevXlw5fwokREFG1WIozudg,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,05DF0A90-2A73-11EB-9EF0-000D3A9D4EC8,2020-11-19 00:00:00.000,1605796617.000000000000000,2020-11-19 21:10:15.947
3157 30 ST,14:10:07,11106,40.763126000000008,-73.925206000000000,31-57,30th Street,Long Island City,Queens,Queens County,New York,NULL,8,ChIJc8ERaTdfwokRRijr0_MkyhQ,1,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,3AF01D0A-3A27-11EB-B6A0-000D3A8A7223,2020-12-09 00:00:00.000,1607523008.000000000000000,2020-12-09 16:09:48.390
3157 30 ST,20:45:52,11106,40.763126000000008,-73.925206000000000,31-57,30th Street,Long Island City,Queens,Queens County,New York,NULL,11,ChIJc8ERaTdfwokRRijr0_MkyhQ,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,EB56966A-3A5E-11EB-B6A0-000D3A8A7223,2020-12-09 00:00:00.000,1607546753.000000000000000,2020-12-10 01:19:16.067
316 S 6 AV,06:11:04,10011,40.735140400000000,-73.998722500000000,316,6th Avenue,NULL,Manhattan,New York County,New York,8423,14,EiQzMTYgNnRoIEF2ZSwgTmV3IFlvcmssIE5ZIDEwMDExLCBVU0EiGxIZChQKEgkrIHlXllnCiRGPc0vkd2P_bxC8Ag,41,Burning Wires,Crews will be dispatched soon. We'll provide additional information once it's available.,Weather-Related,0638501A-27A7-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605507065.000000000000000,2020-11-16 06:30:49.187
3165 FULTON ST,00:52:18,11208,40.682022000000000,-73.878294799999984,3165,Fulton Street,Cypress Hills,Brooklyn,Kings County,New York,1922,2,ChIJU8KrbMhdwokR17fZqw1Qj4Q,1,Service Wires Down,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,F6C19954-3825-11EB-B6A0-000D3A8A7223,2020-12-07 00:00:00.000,1607302339.000000000000000,2020-12-07 02:41:15.457
3165 FULTON ST,06:04:19,11208,40.682022000000000,-73.878294799999984,3165,Fulton Street,Cypress Hills,Brooklyn,Kings County,New York,1922,1,ChIJU8KrbMhdwokR17fZqw1Qj4Q,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,A5EAB80E-3851-11EB-B6A0-000D3A8A7223,2020-12-07 00:00:00.000,1607321059.000000000000000,2020-12-07 07:46:21.143
3165 FULTON ST,08:19:39,11208,40.682022000000000,-73.878294799999984,3165,Fulton Street,Cypress Hills,Brooklyn,Kings County,New York,1922,1,ChIJU8KrbMhdwokR17fZqw1Qj4Q,1,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,89D0A12A-3864-11EB-B6A0-000D3A8A7223,2020-12-07 00:00:00.000,1607329180.000000000000000,2020-12-07 09:17:52.650
3165 FULTON ST,15:28:11,11208,40.682022000000000,-73.878294799999984,3165,Fulton Street,Cypress Hills,Brooklyn,Kings County,New York,1922,2,ChIJU8KrbMhdwokR17fZqw1Qj4Q,2,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,158830D0-38A0-11EB-B6A0-000D3A8A7223,2020-12-07 00:00:00.000,1607354892.000000000000000,2020-12-07 16:55:31.233
317 BUCHANAN AV,14:33:47,10314,40.607210500000000,-74.133653299999984,317,Buchanan Avenue,Manor Heights,Staten Island,Richmond County,New York,4107,8,ChIJZXPObSVMwokRhBXiUxSKarI,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,87ABEBAC-3706-11EB-B6A0-000D3A8A7223,2020-12-05 00:00:00.000,1607178827.000000000000000,2020-12-05 16:49:09.257
317 S 6 AV,06:11:03,10014,40.731033900000000,-74.001746099999984,317,6th Avenue,NULL,Manhattan,New York County,New York,4525,21,ChIJS8rmyJNZwokRjZ74lctc-3c,41,Burning Wires,Crews will be dispatched soon. We'll provide additional information once it's available.,Weather-Related,0638501A-27A7-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605507064.000000000000000,2020-11-16 06:30:49.197
3176 AVENUE W,01:20:09,11229,40.596799999999984,-73.931032000000000,3176,Avenue W,Gerritsen Beach,Brooklyn,Kings County,New York,5902,7,ChIJj1ZiYnxDwokRQ1S17i8RfX4,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,19CB0EDC-336F-11EB-9EF0-000D3A9D4EC8,2020-12-01 00:00:00.000,1606785610.000000000000000,2020-12-01 01:40:44.840
3178 AVENUE W,01:20:09,11229,40.596905300000000,-73.930978600000000,3178,Avenue W,Gerritsen Beach,Brooklyn,Kings County,New York,5902,7,ChIJ7UbsYnxDwokRifKNXXYAchs,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,19CB0EDC-336F-11EB-9EF0-000D3A9D4EC8,2020-12-01 00:00:00.000,1606785610.000000000000000,2020-12-01 01:40:44.847
318 S 6 AV,06:11:25,10550,40.903095800000000,-73.836158700000000,318,South 6th Avenue,South Side,NULL,Westchester County,New York,4114,NULL,ChIJgacpIDKNwokRGMP_OcGquxM,41,Burning Wires,Crews will be dispatched soon. We'll provide additional information once it's available.,Weather-Related,0638501A-27A7-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605507353.000000000000000,2020-11-16 06:30:49.207
318 SEAVER AV,16:56:56,10305,40.581873800000000,-74.094435600000000,318,Seaver Avenue,Midland Beach,Staten Island,Richmond County,New York,2109,11,ChIJQY6BS89OwokRUolNT7DnspA,13,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,149411EE-3A3F-11EB-B6A0-000D3A8A7223,2020-12-09 00:00:00.000,1607533017.000000000000000,2020-12-09 17:41:34.883
3187 GLENNON PL,19:10:53,10465,40.815358100000000,-73.802962900000000,3187,Glennon Place,East Bronx,The Bronx,Bronx County,New York,4064,19,ChIJG7veUQSLwokRbAbyw_UxQRk,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,9BCEE78A-250C-11EB-9EF0-000D3A9D4EC8,2020-11-12 00:00:00.000,1605209639.000000000000000,2020-11-12 23:05:19.647
319 E 52 ST,20:58:57,10022,40.755911200000000,-73.966546999999984,319,East 52nd Street,NULL,Manhattan,New York County,New York,NULL,167,ChIJX8MXxuNYwokREdLszR-JU14,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,50063BAC-17CC-11EB-A427-000D3A9ABAE4,2020-10-26 00:00:00.000,1603745938.000000000000000,2020-10-29 04:13:32.413
319 E 83 ST,20:48:48,10028,40.775633400000000,-73.951912600000000,319,East 83rd Street,NULL,Manhattan,New York County,New York,4347,14,ChIJUzOU3rtYwokRWyHRx8XhjKc,1,Building Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,BE6C42D0-25F0-11EB-9EF0-000D3A9D4EC8,2020-11-13 00:00:00.000,1605300656.000000000000000,2020-11-13 21:16:57.750
319 MACDONOUGH ST,13:19:02,11233,40.682396300000000,-73.933657300000000,319,MacDonough Street,Stuyvesant Heights,Brooklyn,Kings County,New York,1012,1,ChIJU8bvXHZcwokR3FsYbhqrklE,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,F4033990-30B2-11EB-9EF0-000D3A9D4EC8,2020-11-27 00:00:00.000,1606483196.000000000000000,2020-11-27 21:18:47.593
3190 AVENUE W,01:19:13,11229,40.596888700000000,-73.930562299999984,3190,Avenue W,Gerritsen Beach,Brooklyn,Kings County,New York,5902,7,ChIJZyIUh3xDwokR0XCaGgdnVB8,6,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Weather-Related,19CB0EDC-336F-11EB-9EF0-000D3A9D4EC8,2020-12-01 00:00:00.000,1606785610.000000000000000,2020-12-01 01:40:44.850
3190 GLENNON PL,21:33:47,10465,40.814984800000000,-73.802938400000000,3190,Glennon Place,East Bronx,The Bronx,Bronx County,New York,4065,7,ChIJdWLTRASLwokRFiyuXmOoXF0,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1131FC08-1E0D-11EB-A427-000D3A9ABAE4,2020-11-03 00:00:00.000,1604439271.000000000000000,2020-11-03 23:41:24.163
3192 AVENUE W,01:19:13,11229,40.596877300000000,-73.930482599999984,3192,Avenue W,Gerritsen Beach,Brooklyn,Kings County,New York,5902,7,ChIJaWAth3xDwokRq7FdpYX8D0A,6,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Weather-Related,19CB0EDC-336F-11EB-9EF0-000D3A9D4EC8,2020-12-01 00:00:00.000,1606785610.000000000000000,2020-12-01 01:40:44.857
3196 ATLANTIC AV,02:14:08,11208,40.679795300000000,-73.877075200000000,3196,Atlantic Avenue,Cypress Hills,Brooklyn,Kings County,New York,1920,2,ChIJDYzaHbhdwokRYTDZdSWBFFg,1,No Lights,Crews have arrived and are making repairs. Power will be restored as soon as possible.,Weather-Related,EB36C6EC-2879-11EB-9EF0-000D3A9D4EC8,2020-11-17 00:00:00.000,1605579742.000000000000000,2020-11-17 15:39:32.227
3196 AVENUE W,01:19:13,11229,40.596768300000000,-73.930365000000000,3196,Avenue W,Gerritsen Beach,Brooklyn,Kings County,New York,5902,7,ChIJU6ztgHxDwokRn-RleMiF5WU,6,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Weather-Related,19CB0EDC-336F-11EB-9EF0-000D3A9D4EC8,2020-12-01 00:00:00.000,1606785610.000000000000000,2020-12-01 01:40:44.857
3198 AVENUE W,01:19:13,11229,40.596905900000000,-73.930275900000000,3198,Avenue W,Gerritsen Beach,Brooklyn,Kings County,New York,5902,7,ChIJc8KrgXxDwokRaqpTGWdGxB4,6,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Weather-Related,19CB0EDC-336F-11EB-9EF0-000D3A9D4EC8,2020-12-01 00:00:00.000,1606785610.000000000000000,2020-12-01 01:40:44.857
3199 ALBANY POST RD,18:01:08,10511,41.264407400000000,-73.935614700000000,3199,Albany Post Road,NULL,NULL,Westchester County,New York,NULL,NULL,ChIJ03EtqKzIwokRbi0x5UVNpfo,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,245B92CE-3011-11EB-9EF0-000D3A9D4EC8,2020-11-26 00:00:00.000,1606414091.000000000000000,2020-11-26 19:33:04.557
32 BROWNING DR,05:59:32,10562,41.161788400000000,-73.851485900000000,32,Browning Drive,NULL,NULL,Westchester County,New York,5102,NULL,ChIJb4oLsq_AwokRhFPD_mxrTbM,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,Weather-Related,0638501A-27A7-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605506373.000000000000000,2020-11-16 06:20:18.317
32 CLARA CT,17:06:16,10567,41.310486100000000,-73.906803100000000,NULL,Clara Court,NULL,NULL,Westchester County,New York,NULL,NULL,ChIJkVznCxTJwokR-86Rd7BPoyk,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,A00E2C0E-1A06-11EB-A427-000D3A9ABAE4,2020-10-29 00:00:00.000,1603991179.000000000000000,2020-10-29 17:19:12.880
32 DEERFIELD AV,09:25:52,10709,40.945361200000000,-73.811805300000000,32,Deerfield Avenue,NULL,NULL,Westchester County,New York,3805,NULL,ChIJgxP2eJOSwokRN62BIDTreDo,10,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,3892543C-2FC9-11EB-9EF0-000D3A9D4EC8,2020-11-26 00:00:00.000,1606382821.000000000000000,2020-11-26 12:49:44.330
32 DURLAND PL,09:04:34,11236,40.641536500000000,-73.906224200000000,32,Durland Place,Canarsie,Brooklyn,Kings County,New York,3628,13,ChIJF8Wy4MNcwokRvyHLUoC-bKU,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,6BA9922A-1F45-11EB-A427-000D3A9ABAE4,2020-11-05 00:00:00.000,1604567120.000000000000000,2020-11-05 09:24:03.427
32 E 2 ST,16:53:13,10003,40.725230000000000,-73.990514400000000,32,East 2nd Street,NULL,Manhattan,New York County,New York,NULL,12,ChIJsej06oRZwokRk-8ZWP1RxXQ,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,451DDD30-2050-11EB-AADC-000D3A9ABAE4,2020-11-06 00:00:00.000,1604682681.000000000000000,2020-11-06 20:04:45.487
32 HUNTINGTON ST,02:02:59,11231,40.677378800000000,-74.005028500000000,32,Huntington Street,Red Hook,Brooklyn,Kings County,New York,1826,382,ChIJeVtiPfVawokRwhBTiTHyZpM,1,Burning Wires,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,01E06782-083F-11EB-9D9B-000D3A9ABAE4,2020-10-07 00:00:00.000,1602036179.000000000000000,2020-10-25 00:23:01.437
32 PARKWAY CIRC,00:55:24,NULL,40.766004600000000,-73.920996899999984,NULL,32nd Street,NULL,Queens,Queens County,New York,NULL,NULL,ChIJaf-IpjhfwokRJ3Gfw2SKurE,8,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,19CB0EDC-336F-11EB-9EF0-000D3A9D4EC8,2020-12-01 00:00:00.000,1606784464.000000000000000,2020-12-01 01:30:14.197
32 PHEASANTS RUN,12:51:39,10528,40.986553800000000,-73.728236799999984,NULL,Pheasants Run,Sterling Ridge,NULL,Westchester County,New York,NULL,NULL,ChIJkRyrxEiRwokR987Bmup2IFM,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,845B941A-0D4F-11EB-A9BA-000D3A9ABAE4,2020-10-13 00:00:00.000,1602593513.000000000000000,2020-10-25 00:23:01.437
32 SAGEMAN ST,00:06:46,10550,40.917528700000000,-73.825985300000000,32,Sageman Street,North Side,NULL,Westchester County,New York,1606,NULL,ChIJZ7AWX0SNwokRnv-NjjeFbxE,11,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,05FFF386-279E-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605485246.000000000000000,2020-11-16 00:27:06.127
